web_scraper_order,web_scraper_start_url,price,price2,price3,price4,price5,data,data2,data3,data4,data5,data6,data7,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,data8,data9,data10,data11,price16,price17,price18,price19,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19,image20
"1771951476-89","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Produživi sto, bela, 130/190x80 cm","Produživi sto, bela, 130/190x80 cm","Produživi sto, bela, 130/190x80 cm","24.999","Cena 24999RSD","","","","","","","","NÄSINGE","NÄSINGE","(43)","(43)","(43)","(43)","(43)","(43)","(43)","(43)","NÄSINGE","Još opcijaNÄSINGE","NÄSINGE","Još opcijaNÄSINGE","Produživi sto, bela, 130/190x80 cm","Produživi sto, bela, 130/190x80 cm","Produživi sto, bela, 130/190x80 cm","Produživi sto, bela, 130/190x80 cm","","","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-produzivi-sto-bela__1393644_pe966301_s5.jpg?f=xu"
"1771951476-90","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, jasenov furnir, 88x78 cm","Sto, jasenov furnir, 88x78 cm","Sto, jasenov furnir, 88x78 cm","12.999","Cena 12999RSD","","","","","","","","LISABO","LISABO","(68)","(68)","(68)","(68)","(68)","(68)","(68)","(68)","","","","","Sto, jasenov furnir, 88x78 cm","Sto, jasenov furnir, 88x78 cm","Sto, jasenov furnir, 88x78 cm","Sto, jasenov furnir, 88x78 cm","","","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/lisabo-sto-jasenov-furnir__1265110_pe927512_s5.jpg?f=xxs",""
"1771951476-91","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Pomoćni stočić, boja antracita/tamnosiva, 53x50 cm","Pomoćni stočić, boja antracita/tamnosiva, 53x50 cm","Pomoćni stočić, boja antracita/tamnosiva, 53x50 cm","3.999","Cena 3999RSD","","","","","","","","OLSERÖD","OLSERÖD","(580)","(580)","(580)","(580)","(580)","(580)","(580)","(580)","OLSERÖD","Još opcijaOLSERÖD","OLSERÖD","Još opcijaOLSERÖD","Pomoćni stočić, boja antracita/tamnosiva, 53x50 cm","Pomoćni stočić, boja antracita/tamnosiva, 53x50 cm","Pomoćni stočić, boja antracita/tamnosiva, 53x50 cm","Pomoćni stočić, boja antracita/tamnosiva, 53x50 cm","","","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/olseroed-pomocni-stocic-boja-antracita-tamnosiva__1150823_pe884681_s5.jpg?f=xu"
"1771951476-92","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Pomoćni stočić, im. hrastovine, 80x31 cm","Pomoćni stočić, im. hrastovine, 80x31 cm","Pomoćni stočić, im. hrastovine, 80x31 cm","5.999","Cena 5999RSD","","","","","","","","HOLMERUD","HOLMERUD","(358)","(358)","(358)","(358)","(358)","(358)","(358)","(358)","HOLMERUD","Još opcijaHOLMERUD","HOLMERUD","Još opcijaHOLMERUD","Pomoćni stočić, im. hrastovine, 80x31 cm","Pomoćni stočić, im. hrastovine, 80x31 cm","Pomoćni stočić, im. hrastovine, 80x31 cm","Pomoćni stočić, im. hrastovine, 80x31 cm","","","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/holmerud-pomocni-stocic-im-hrastovine__1193662_pe901564_s5.jpg?f=xu"
"1771951476-93","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Pomoćni stočić, crna/staklo crna, 45 cm","Pomoćni stočić, crna/staklo crna, 45 cm","Pomoćni stočić, crna/staklo crna, 45 cm","7.999","Cena 7999RSD","","","","","","","","ÄSPERÖD","ÄSPERÖD","(134)","(134)","(134)","(134)","(134)","(134)","(134)","(134)","","","","","Pomoćni stočić, crna/staklo crna, 45 cm","Pomoćni stočić, crna/staklo crna, 45 cm","Pomoćni stočić, crna/staklo crna, 45 cm","Pomoćni stočić, crna/staklo crna, 45 cm","","","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/aesperoed-pomocni-stocic-crna-staklo-crna__0816819_pe773696_s5.jpg?f=xxs",""
"1771951476-94","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Pomoćni stočić, borov furnir crna, 40 cm","Pomoćni stočić, borov furnir crna, 40 cm","Pomoćni stočić, borov furnir crna, 40 cm","7.999","Cena 7999RSD","","","","","","","","STOCKHOLM 2025","STOCKHOLM 2025","(7)","(7)","(7)","(7)","(7)","(7)","(7)","(7)","","","","","Pomoćni stočić, borov furnir crna, 40 cm","Pomoćni stočić, borov furnir crna, 40 cm","Pomoćni stočić, borov furnir crna, 40 cm","Pomoćni stočić, borov furnir crna, 40 cm","","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/stockholm-2025-pomocni-stocic-borov-furnir-crna__1362702_pe955300_s5.jpg?f=xxs",""
"1771951476-95","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, im. orahovine/ukosnica Crnosiva, 140x80 cm","Sto, im. orahovine/ukosnica Crnosiva, 140x80 cm","Sto, im. orahovine/ukosnica Crnosiva, 140x80 cm","12.999","Cena 12999RSD","","","","","","","","SKÅLSTA","SKÅLSTA","(16)","(16)","(16)","(16)","(16)","(16)","(16)","(16)","","","","","Sto, im. orahovine/ukosnica Crnosiva, 140x80 cm","Sto, im. orahovine/ukosnica Crnosiva, 140x80 cm","Sto, im. orahovine/ukosnica Crnosiva, 140x80 cm","Sto, im. orahovine/ukosnica Crnosiva, 140x80 cm","","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-orahovine-ukosnica-crnosiva__1486619_pe1002477_s5.jpg?f=xxs",""
"1771951476-96","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto na preklop s odlaganjem, bela, 48/104/159x85 cm","Sto na preklop s odlaganjem, bela, 48/104/159x85 cm","Sto na preklop s odlaganjem, bela, 48/104/159x85 cm","22.999","Cena 22999RSD","","","","","","","","NÄSINGE","NÄSINGE","(22)","(22)","(22)","(22)","(22)","(22)","(22)","(22)","NÄSINGE","Još opcijaNÄSINGE","NÄSINGE","Još opcijaNÄSINGE","Sto na preklop s odlaganjem, bela, 48/104/159x85 cm","Sto na preklop s odlaganjem, bela, 48/104/159x85 cm","Sto na preklop s odlaganjem, bela, 48/104/159x85 cm","Sto na preklop s odlaganjem, bela, 48/104/159x85 cm","","","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-na-preklop-s-odlaganjem-bela__1393634_pe966297_s5.jpg?f=xu"
"1771951476-97","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, hrastov furnir, 200x85 cm","Sto, hrastov furnir, 200x85 cm","Sto, hrastov furnir, 200x85 cm","39.999","Cena 39999RSD","","","","","","","","TONSTAD","TONSTAD","(9)","(9)","(9)","(9)","(9)","(9)","(9)","(9)","","","","","Sto, hrastov furnir, 200x85 cm","Sto, hrastov furnir, 200x85 cm","Sto, hrastov furnir, 200x85 cm","Sto, hrastov furnir, 200x85 cm","","","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/tonstad-sto-hrastov-furnir__1467537_pe995760_s5.jpg?f=xxs",""
"1771951476-98","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Kolica, bela, 50.5x30x83 cm","Kolica, bela, 50.5x30x83 cm","Kolica, bela, 50.5x30x83 cm","3.999","Cena 3999RSD","","","","","","","","NISSAFORS","NISSAFORS","(3255)","(3255)","(3255)","(3255)","(3255)","(3255)","(3255)","(3255)","NISSAFORS","Još opcijaNISSAFORS","NISSAFORS","Još opcijaNISSAFORS","Kolica, bela, 50.5x30x83 cm","Kolica, bela, 50.5x30x83 cm","Kolica, bela, 50.5x30x83 cm","Kolica, bela, 50.5x30x83 cm","","","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nissafors-kolica-bela__0914715_pe784257_s5.jpg?f=xu"
"1771951476-99","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Podesivi stočić za kafu, bela, 97 cm","Podesivi stočić za kafu, bela, 97 cm","Podesivi stočić za kafu, bela, 97 cm","17.999","Cena 17999RSD","","","","","","","","VITTERYD","VITTERYD","(74)","(74)","(74)","(74)","(74)","(74)","(74)","(74)","","","","","Podesivi stočić za kafu, bela, 97 cm","Podesivi stočić za kafu, bela, 97 cm","Podesivi stočić za kafu, bela, 97 cm","Podesivi stočić za kafu, bela, 97 cm","","","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vitteryd-podesivi-stocic-za-kafu-bela__1213700_pe911226_s5.jpg?f=xxs",""
"1771951476-100","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, im. hrastovine/pravo svetla sivobež, 140x80 cm","Sto, im. hrastovine/pravo svetla sivobež, 140x80 cm","Sto, im. hrastovine/pravo svetla sivobež, 140x80 cm","12.999","Cena 12999RSD","","","","","","","","SKÅLSTA","SKÅLSTA","(24)","(24)","(24)","(24)","(24)","(24)","(24)","(24)","","","","","Sto, im. hrastovine/pravo svetla sivobež, 140x80 cm","Sto, im. hrastovine/pravo svetla sivobež, 140x80 cm","Sto, im. hrastovine/pravo svetla sivobež, 140x80 cm","Sto, im. hrastovine/pravo svetla sivobež, 140x80 cm","","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-im-hrastovine-pravo-svetla-sivobez__1486616_pe1002474_s5.jpg?f=xxs",""
